geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-11-14T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490644.7665, Y: 5459904.4754, Z: NaN",Offence Against a Person,2021-07-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490644.7665, Y: 5459904.4754, Z: NaN",Offence Against a Person,2021-11-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490872.6896, Y: 5458993.2674, Z: NaN",Offence Against a Person,2021-02-04T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490872.6896, Y: 5458993.2674, Z: NaN",Offence Against a Person,2021-07-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-02-04T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-07-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-09-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-02-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-08-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-12-06T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-03-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-12-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-06-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490660.6494, Y: 5458201.7305, Z: NaN",Offence Against a Person,2021-07-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490660.6494, Y: 5458201.7305, Z: NaN",Offence Against a Person,2021-10-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-09-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490910.0134, Y: 5458800.0238, Z: NaN",Offence Against a Person,2021-05-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-10-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490716.5216, Y: 5458604.1302, Z: NaN",Offence Against a Person,2021-09-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-05-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-11-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490725.1933, Y: 5459825.3631, Z: NaN",Offence Against a Person,2021-12-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-09-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-09-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490780.8305, Y: 5457840.2447, Z: NaN",Offence Against a Person,2021-06-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-05-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490725.1933, Y: 5459825.3631, Z: NaN",Offence Against a Person,2021-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-03-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-12-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490872.6896, Y: 5458993.2674, Z: NaN",Offence Against a Person,2021-08-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490959.1377, Y: 5457903.783, Z: NaN",Offence Against a Person,2021-11-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-12-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-02-20T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490660.6494, Y: 5458201.7305, Z: NaN",Offence Against a Person,2021-09-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-05-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-12-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-10-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491482.3405, Y: 5458095.9182, Z: NaN",Offence Against a Person,2021-10-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491482.3405, Y: 5458095.9182, Z: NaN",Offence Against a Person,2021-01-20T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491550.5108, Y: 5457830.7596, Z: NaN",Offence Against a Person,2021-10-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-10-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-11-29T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-06-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-03-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-06-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-08-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-01-19T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-11-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-05-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-05-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-07-20T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-03-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-11-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-08-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491550.5108, Y: 5457830.7596, Z: NaN",Offence Against a Person,2021-06-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491550.5108, Y: 5457830.7596, Z: NaN",Offence Against a Person,2021-07-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491710.0941, Y: 5458194.2232, Z: NaN",Offence Against a Person,2021-07-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-22T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-03-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-09-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-12-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-22T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-04-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-08-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-01-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-10-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-09-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-08-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-10-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-12-19T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-06-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-08-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-05-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-06-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-06-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-07-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491550.5108, Y: 5457830.7596, Z: NaN",Offence Against a Person,2021-11-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491623.6877, Y: 5457939.7173, Z: NaN",Offence Against a Person,2021-08-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-12-04T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491550.5108, Y: 5457830.7596, Z: NaN",Offence Against a Person,2021-06-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491710.0941, Y: 5458194.2232, Z: NaN",Offence Against a Person,2021-10-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-06-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-11-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-12-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-10-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491710.0941, Y: 5458194.2232, Z: NaN",Offence Against a Person,2021-07-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-11-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-11-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-10-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-12-15T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-07-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-02-05T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-01-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-01-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-08-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-04-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-07-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-10-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-03-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-10-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-03-20T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-09-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491575.691, Y: 5459324.2798, Z: NaN",Offence Against a Person,2021-08-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-02-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-01-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491864.5574, Y: 5459181.6571, Z: NaN",Offence Against a Person,2021-12-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-01-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-05-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-02-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491270.708, Y: 5459163.2686, Z: NaN",Offence Against a Person,2021-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491450.5743, Y: 5457973.3905, Z: NaN",Offence Against a Person,2021-08-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491360.3523, Y: 5457860.6487, Z: NaN",Offence Against a Person,2021-12-23T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-01-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491709.6752, Y: 5458321.6144, Z: NaN",Offence Against a Person,2021-08-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-10-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-08-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 491570.2129, Y: 5458957.7018, Z: NaN",Offence Against a Person,2021-09-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
